id,strLocation,latitude,longitude,city,state,zip,Store
75 E Washington St IL 60602,1.0,41.883072999999996,-87.625214,Chicago,IL,60602,Dunkin'
166 W Washington St IL 60602,1.0,41.883464000000004,-87.633055,Chicago,IL,60602,Dunkin'
6 N Wabash Ave IL 60602,1.0,41.882239,-87.626367,Chicago,IL,60602,Dunkin'
31 E Adams St IL 60603,1.0,41.879346999999996,-87.627144,Chicago,IL,60603,Dunkin'
333 S State St IL 60604,1.0,41.877495,-87.627218,Chicago,IL,60604,Dunkin'
230 S State St IL 60604,1.0,41.878735,-87.627842,Chicago,IL,60604,Dunkin'
62 E Jackson Blvd IL 60604,1.0,41.878405,-87.625672,Chicago,IL,60604,Dunkin'
77 W Jackson Blvd IL 60604,1.0,41.8776,-87.63041899999999,Chicago,IL,60604,Dunkin'
1575 S Michigan Ave IL 60605,1.0,41.860838,-87.62385400000001,Chicago,IL,60605,Dunkin'
406 S Michigan Ave IL 60605,1.0,41.876756,-87.624851,Chicago,IL,60605,Dunkin'
600 S Wabash Ave IL 60605,1.0,41.874265,-87.626369,Chicago,IL,60605,Dunkin'
439 S Dearborn St IL 60605,1.0,41.875931,-87.62897199999999,Chicago,IL,60605,Dunkin'
171 W Van Buren St IL 60605,1.0,41.876665,-87.63322600000001,Chicago,IL,60605,Dunkin'
1231 S Wabash Ave IL 60605,1.0,41.8669,-87.62530699999999,Chicago,IL,60605,Dunkin'
205 W Randolph St IL 60606,1.0,41.884231,-87.634156,Chicago,IL,60606,Dunkin'
220 W Washington St IL 60606,1.0,41.88337,-87.634877,Chicago,IL,60606,Dunkin'
215 W Lake St IL 60606,1.0,41.885378,-87.634625,Chicago,IL,60606,Dunkin'
2 N Riverside Plz IL 60606,1.0,41.882379,-87.639487,Chicago,IL,60606,Dunkin'
201 W Madison St IL 60606,1.0,41.8816,-87.634113,Chicago,IL,60606,Dunkin'
229 W Jackson Blvd IL 60606,1.0,41.877894,-87.63481800000001,Chicago,IL,60606,Dunkin'
1121 S Jefferson St IL 60607,1.0,41.868512,-87.641645,Chicago,IL,60607,Dunkin'
1015 West Lake Street IL 60607,1.0,41.885337,-87.65276899999999,Chicago,IL,60607,Dunkin'
901 W Washington Blvd IL 60607,1.0,41.882856,-87.650318,Chicago,IL,60607,Dunkin'
500 W Roosevelt Rd IL 60607,1.0,41.867711,-87.63959,Chicago,IL,60607,Dunkin'
1710 W 18th St IL 60608,1.0,41.85802,-87.669213,Chicago,IL,60608,Dunkin'
2356 W Cermak Rd IL 60608,1.0,41.852337,-87.685251,Chicago,IL,60608,Dunkin'
2401 W Ogden Ave IL 60608,1.0,41.864264,-87.686243,Chicago,IL,60608,Dunkin'
1651 W Roosevelt Rd IL 60608,1.0,41.866702000000004,-87.66751,Chicago,IL,60608,Dunkin'
3100 S Halsted St IL 60608,1.0,41.837924,-87.64664599999999,Chicago,IL,60608,Dunkin'
2340 W 52nd St IL 60609,1.0,41.799059,-87.682216,Chicago,IL,60609,Dunkin'
4302 S Ashland Ave IL 60609,1.0,41.815681,-87.665543,Chicago,IL,60609,Dunkin'
333 W North Ave IL 60610,1.0,41.910933,-87.638228,Chicago,IL,60610,Dunkin'
101 W Division St IL 60610,1.0,41.90405,-87.63144399999999,Chicago,IL,60610,Dunkin'
20 E Chicago Ave IL 60611,1.0,41.896955,-87.62734499999999,Chicago,IL,60611,Dunkin'
401 E Ontario St IL 60611,1.0,41.893281,-87.616679,Chicago,IL,60611,Dunkin'
200 E Ohio St IL 60611,1.0,41.892807,-87.622451,Chicago,IL,60611,Dunkin'
1713 W Polk St IL 60612,1.0,41.871258000000005,-87.669597,Chicago,IL,60612,Dunkin'
1755 W Addison St IL 60613,1.0,41.946742,-87.67335899999999,Chicago,IL,60613,Dunkin'
1441 W Montrose Ave IL 60613,1.0,41.961289,-87.666573,Chicago,IL,60613,Dunkin'
801 W Diversey Pkwy IL 60614,1.0,41.932452000000005,-87.649473,Chicago,IL,60614,Dunkin'
1927 W Fullerton Ave IL 60614,1.0,41.922628,-87.66901700000001,Chicago,IL,60614,Dunkin'
1982 N Clybourn Ave IL 60614,1.0,41.917279,-87.658695,Chicago,IL,60614,Dunkin'
1411 E 53rd St IL 60615,1.0,41.799186,-87.591225,Chicago,IL,60615,Dunkin'
749 W 31st St IL 60616,1.0,41.837727,-87.645923,Chicago,IL,60616,Dunkin'
2477 S Archer Ave IL 60616,1.0,41.84709,-87.646086,Chicago,IL,60616,Dunkin'
8753 S Stony Island Ave IL 60617,1.0,41.735282,-87.584897,Chicago,IL,60617,Dunkin'
3101 W Irving Park Rd IL 60618,1.0,41.953633,-87.705841,Chicago,IL,60618,Dunkin'
4010 N Western Ave IL 60618,1.0,41.954443,-87.68893299999999,Chicago,IL,60618,Dunkin'
3310 W Addison St IL 60618,1.0,41.946822999999995,-87.710718,Chicago,IL,60618,Dunkin'
3801 W Belmont Ave IL 60618,1.0,41.938941,-87.7222,Chicago,IL,60618,Dunkin'
3214 N Kimball Ave IL 60618,1.0,41.939794,-87.712901,Chicago,IL,60618,Dunkin'
3535 N Western Ave IL 60618,1.0,41.945929,-87.687742,Chicago,IL,60618,Dunkin'
814 E 87th St IL 60619,1.0,41.736928999999996,-87.603971,Chicago,IL,60619,Dunkin'
8255 S Halsted St IL 60620,1.0,41.743666,-87.643479,Chicago,IL,60620,Dunkin'
7921 South Western Avenue IL 60620,1.0,41.749451,-87.682175,Chicago,IL,60620,Dunkin'
207 W 79th St IL 60620,1.0,41.750612,-87.629828,Chicago,IL,60620,Dunkin'
120 W 87th St IL 60620,1.0,41.735194,-87.627339,Chicago,IL,60620,Dunkin'
150 W 63rd St IL 60621,1.0,41.780319,-87.629797,Chicago,IL,60621,Dunkin'
6237 South Halsted Street IL 60621,1.0,41.78092,-87.644671,Chicago,IL,60621,Dunkin'
1535 W Grand Ave IL 60622,0.8,41.890689,-87.666673,Chicago,IL,60642,Dunkin'
1234 N Halsted St IL 60622,0.8,41.904718,-87.64853199999999,Chicago,IL,60614,Dunkin'
1200 N Milwaukee Ave IL 60622,1.0,41.903507,-87.666484,Chicago,IL,60622,Dunkin'
1244 N Ashland Ave IL 60622,1.0,41.904907,-87.667835,Chicago,IL,60622,Dunkin'
2801 S Kedzie Ave IL 60623,1.0,41.840727,-87.704566,Chicago,IL,60623,Dunkin'
4821 N Kedzie Ave IL 60625,1.0,41.969389,-87.708157,Chicago,IL,60625,Dunkin'
4645 N Western Ave IL 60625,1.0,41.966275,-87.688457,Chicago,IL,60625,Dunkin'
5200 N Lincoln Ave IL 60625,1.0,41.976099,-87.692712,Chicago,IL,60625,Dunkin'
3152 W Lawrence Ave IL 60625,1.0,41.968612,-87.707646,Chicago,IL,60625,Dunkin'
7547 N Paulina St IL 60626,0.88,42.018737,-87.672101,Chicago,IL,60626,Dunkin'
1200 W Loyola Ave IL 60626,1.0,42.003161,-87.664107,Chicago,IL,60626,Dunkin'
1357 West Morse Avenue IL 60626,1.0,42.007768,-87.665398,Chicago,IL,60626,Dunkin'
1632 W Howard St IL 60626,1.0,42.0196,-87.67226099999999,Chicago,IL,60626,Dunkin'
6970 N Clark St IL 60626,1.0,42.008516,-87.674305,Chicago,IL,60626,Dunkin'
9802 S Halsted St IL 60628,1.0,41.715444,-87.643575,Chicago,IL,60628,Dunkin'
14 W 95th St IL 60628,0.87,41.721432,-87.624685,Chicago,IL,60628,Dunkin'
250 E 103rd St IL 60628,1.0,41.707549,-87.61669300000001,Chicago,IL,60628,Dunkin'
6500 S Kedzie Ave IL 60629,1.0,41.775064,-87.703401,Chicago,IL,60629,Dunkin'
5931 S Kedzie Ave IL 60629,1.0,41.785328,-87.702964,Chicago,IL,60629,Dunkin'
3712 W 62nd Pl IL 60629,1.0,41.779944,-87.716054,Chicago,IL,60629,Dunkin'
6925 S Pulaski Rd IL 60629,1.0,41.766961,-87.72209000000001,Chicago,IL,60629,Dunkin'
4612 W 59th St IL 60629,1.0,41.787774,-87.73804399999999,Chicago,IL,60629,Dunkin'
5949 W Higgins Ave IL 60630,1.0,41.972792,-87.777373,Chicago,IL,60630,Dunkin'
5205 N Nagle Ave IL 60630,1.0,41.975791,-87.78772,Chicago,IL,60630,Dunkin'
5050 N Cicero Ave IL 60630,1.0,41.973434999999995,-87.748231,Chicago,IL,60630,Dunkin'
4045 W Lawrence Ave IL 60630,1.0,41.967975,-87.72990300000001,Chicago,IL,60630,Dunkin'
742 West Higgins Road IL 60631,0.85,41.984732,-87.821752,Chicago,IL,60631,Dunkin'
742 West Higgins Road IL 60631,0.85,41.984732,-87.821752,Chicago,IL,60631,Dunkin'
7240 West Devon Avenue IL 60631,1.0,41.997678,-87.808432,Chicago,IL,60631,Dunkin'
742 Higgins Road IL 60631,0.8,41.986302,-87.834616,Park Ridge,IL,60068,Dunkin'
7156 N Harlem Ave IL 60631,1.0,42.01155,-87.806997,Chicago,IL,60631,Dunkin'
4113 South Pulaski Road IL 60632,1.0,41.818067,-87.72341800000001,Chicago,IL,60632,Dunkin'
4669 S Cicero Ave IL 60632,1.0,41.80816,-87.743113,Chicago,IL,60632,Dunkin'
3910 S Archer Ave IL 60632,1.0,41.822684,-87.69069499999999,Chicago,IL,60632,Dunkin'
4453 S Archer Ave IL 60632,1.0,41.812103,-87.70689899999999,Chicago,IL,60632,Dunkin'
4701 S Kedzie Ave IL 60632,1.0,41.807877000000005,-87.703324,Chicago,IL,60632,Dunkin'
5448 S Pulaski Rd IL 60632,1.0,41.793693,-87.72355999999999,Chicago,IL,60632,Dunkin'
4649 S Cicero Ave IL 60632,1.0,41.808159,-87.742799,Chicago,IL,60632,Dunkin'
3359 N Harlem Ave IL 60634,1.0,41.941432,-87.806403,Chicago,IL,60634,Dunkin'
6200 W Belmont Ave IL 60634,1.0,41.938651,-87.781428,Chicago,IL,60634,Dunkin'
4354 N Central Ave IL 60634,1.0,41.960336,-87.767595,Chicago,IL,60634,Dunkin'
7171 W Irving Park Rd IL 60634,1.0,41.952461,-87.806723,Chicago,IL,60634,Dunkin'
6408 W Irving Park Rd IL 60634,1.0,41.953224,-87.786916,Chicago,IL,60634,Dunkin'
6001 W Addison St IL 60634,1.0,41.945593,-87.776839,Chicago,IL,60634,Dunkin'
3039 N Central Ave IL 60634,1.0,41.936161,-87.766068,Chicago,IL,60634,Dunkin'
1614 W 59th St IL 60636,1.0,41.787459999999996,-87.665502,Chicago,IL,60636,Dunkin'
6100 S Western Ave IL 60636,1.0,41.782655,-87.684078,Chicago,IL,60636,Dunkin'
7059 S Ashland Ave IL 60636,1.0,41.765182,-87.663439,Chicago,IL,60636,Dunkin'
4957 S Central Ave IL 60638,1.0,41.802644,-87.762476,Chicago,IL,60638,Dunkin'
6738 W Archer Ave IL 60638,1.0,41.792464,-87.790658,Chicago,IL,60638,Dunkin'
5615 S Harlem Ave IL 60638,1.0,41.789666,-87.801043,Chicago,IL,60638,Dunkin'
6641 S Cicero Ave IL 60638,1.0,41.771727,-87.74169300000001,Chicago,IL,60638,Dunkin'
4644 W Diversey Ave IL 60639,1.0,41.932674,-87.743662,Chicago,IL,60639,Dunkin'
6336 W North Ave IL 60639,1.0,41.909529,-87.784774,Chicago,IL,60639,Dunkin'
2640 N Narragansett Ave IL 60639,1.0,41.928854,-87.785783,Chicago,IL,60639,Dunkin'
5959 W Diversey Ave IL 60639,1.0,41.930889,-87.77565899999999,Chicago,IL,60639,Dunkin'
5650 W Fullerton Ave IL 60639,1.0,41.924323,-87.767761,Chicago,IL,60639,Dunkin'
2337 N Cicero Ave IL 60639,1.0,41.923593,-87.74590500000001,Chicago,IL,60639,Dunkin'
5707 W North Ave IL 60639,1.0,41.909034999999996,-87.768784,Chicago,IL,60639,Dunkin'
1743 W Lawrence Ave IL 60640,1.0,41.968644,-87.673049,Chicago,IL,60640,Dunkin'
4547 N Broadway St IL 60640,1.0,41.965047999999996,-87.65687,Chicago,IL,60640,Dunkin'
4245 N Milwaukee Ave IL 60641,1.0,41.958264,-87.752012,Chicago,IL,60641,Dunkin'
5000 W Irving Park Rd IL 60641,1.0,41.953671,-87.75254,Chicago,IL,60641,Dunkin'
9800 South Western Avenue IL 60643,0.8,41.715161,-87.682296,Evergreen Park,IL,60805,Dunkin'
10401 S Western Ave IL 60643,1.0,41.704417,-87.681066,Chicago,IL,60643,Dunkin'
4800 W Lake St IL 60644,1.0,41.886881,-87.745297,Chicago,IL,60644,Dunkin'
782 N Laramie Ave IL 60644,1.0,41.894616,-87.755735,Chicago,IL,60644,Dunkin'
7578 N Western Ave IL 60645,1.0,42.019255,-87.69048199999999,Chicago,IL,60645,Dunkin'
6342 N Milwaukee Ave IL 60646,1.0,41.996308,-87.787254,Chicago,IL,60646,Dunkin'
1909 N Western Ave IL 60647,1.0,41.916709999999995,-87.687235,Chicago,IL,60647,Dunkin'
3427 W Diversey Ave IL 60647,1.0,41.931707,-87.713441,Chicago,IL,60647,Dunkin'
3309 W North Ave IL 60647,1.0,41.90972,-87.709987,Chicago,IL,60647,Dunkin'
1746 N Western Ave IL 60647,1.0,41.91356,-87.687692,Chicago,IL,60647,Dunkin'
1345 N Pulaski Rd IL 60651,1.0,41.905637,-87.725835,Chicago,IL,60651,Dunkin'
800 N Kedzie Ave IL 60651,1.0,41.896524,-87.707225,Chicago,IL,60651,Dunkin'
4747 West 79th Street IL 60652,1.0,41.749026,-87.740298,Chicago,IL,60652,Dunkin'
7905 S Cicero Ave IL 60652,1.0,41.749086,-87.741203,Chicago,IL,60652,Dunkin'
3977 W Columbus Ave IL 60652,1.0,41.735724,-87.72084100000001,Chicago,IL,60652,Dunkin'
7601 S Cicero Ave Ste 76 IL 60652,1.0,41.755323,-87.740572,Chicago,IL,60652,Dunkin'
4667 W 79th St IL 60652,1.0,41.749047999999995,-87.738327,Chicago,IL,60652,Dunkin'
3214 W 87th St IL 60652,1.0,41.735183,-87.711715,Chicago,IL,60652,Dunkin'
222 W Merchandise Mart Plaza IL 60654,1.0,41.888083,-87.636185,Chicago,IL,60654,Dunkin'
309 West Chicago Avenue IL 60654,1.0,41.89626,-87.63615,Chicago,IL,60654,Dunkin'
222 Merchandise Mart Plz IL 60654,0.9,41.888083,-87.636185,Chicago,IL,60654,Dunkin'
222 Merchandise Mart Plz Ste 203 IL 60654,0.9,41.888083,-87.636185,Chicago,IL,60654,Dunkin'
3206 West 111th Street IL 60655,1.0,41.691841,-87.701301,Chicago,IL,60655,Dunkin'
5550 N Harlem Ave IL 60656,1.0,41.982436,-87.80770799999999,Chicago,IL,60656,Dunkin'
3200 N Clark St IL 60657,1.0,41.94031,-87.65142800000001,Chicago,IL,60657,Dunkin'
3000 N Ashland Ave IL 60657,1.0,41.936365,-87.668877,Chicago,IL,60657,Dunkin'
3132 W Devon Ave IL 60659,1.0,41.997675,-87.708534,Chicago,IL,60659,Dunkin'
6254 N Western Ave IL 60659,1.0,41.99573,-87.690212,Chicago,IL,60659,Dunkin'
5723 N California Ave IL 60659,1.0,41.985696999999995,-87.698898,Chicago,IL,60659,Dunkin'
6250 N Clark St IL 60660,1.0,41.995826,-87.670598,Chicago,IL,60660,Dunkin'
6326 N Broadway St IL 60660,1.0,41.996849,-87.66063100000001,Chicago,IL,60660,Dunkin'
1954 W Peterson Ave IL 60660,1.0,41.991023999999996,-87.679259,Chicago,IL,60660,Dunkin'
1127 W Bryn Mawr Ave IL 60660,1.0,41.98333,-87.659087,Chicago,IL,60660,Dunkin'
555 W Lake St IL 60661,1.0,41.885494,-87.64197,Chicago,IL,60661,Dunkin'
117 S Clinton St IL 60661,1.0,41.879996000000006,-87.640857,Chicago,IL,60661,Dunkin'
500 W Madison St IL 60661,1.0,41.88239,-87.640472,Chicago,IL,60661,Dunkin'
547 W Jackson Blvd IL 60661,1.0,41.877722999999996,-87.641777,Chicago,IL,60661,Dunkin'
5600 Mannheim Rd IL 60666,0.5,41.916447999999995,-87.883964,Melrose Park,IL,60164,Dunkin'
10000 Bessie Coleman Dr IL 60666,0.16,41.850033,-87.650052,Amf Ohare,IL,60666,Dunkin'
[100-119] W North Ave IL 60707,0.6,41.909065999999996,-87.802699,Elmwood Park,IL,60707,Dunkin'
S Cicero Ave IL 60804,1.0,41.817941999999995,-87.74366500000001,Cicero,IL,60804,Dunkin'
27 E Lake St IL 60601,1.0,41.885601,-87.627013,Chicago,IL,60601,Dunkin'
203 N La Salle St IL 60601,1.0,41.88606,-87.631681,Chicago,IL,60601,Dunkin'
201 N Clark St IL 60601,1.0,41.886061,-87.63069,Chicago,IL,60601,Dunkin'
201 N State St IL 60601,1.0,41.885598,-87.627939,Chicago,IL,60601,Dunkin'
100 W Randolph St IL 60601,1.0,41.884843,-87.63198100000001,Chicago,IL,60601,Dunkin'
300 E Randolph St IL 60601,1.0,41.884839,-87.619893,Chicago,IL,60601,Dunkin'
303 E Wacker Dr IL 60601,1.0,41.88687,-87.61479,Chicago,IL,60601,Dunkin'
233 N Michigan Ave IL 60601,1.0,41.887121,-87.623273,Chicago,IL,60601,Dunkin'
75 E Washington St IL 60602,1.0,41.883072999999996,-87.625214,Chicago,IL,60602,Dunkin'
166 W Washington St IL 60602,1.0,41.883464000000004,-87.633055,Chicago,IL,60602,Dunkin'
6 N Wabash Ave IL 60602,1.0,41.882239,-87.626367,Chicago,IL,60602,Dunkin'
31 E Adams St IL 60603,1.0,41.879346999999996,-87.627144,Chicago,IL,60603,Dunkin'
333 S State St IL 60604,1.0,41.877495,-87.627218,Chicago,IL,60604,Dunkin'
230 S State St IL 60604,1.0,41.878735,-87.627842,Chicago,IL,60604,Dunkin'
62 E Jackson Blvd IL 60604,1.0,41.878405,-87.625672,Chicago,IL,60604,Dunkin'
77 W Jackson Blvd IL 60604,1.0,41.8776,-87.63041899999999,Chicago,IL,60604,Dunkin'
1575 S Michigan Ave IL 60605,1.0,41.860838,-87.62385400000001,Chicago,IL,60605,Dunkin'
406 S Michigan Ave IL 60605,1.0,41.876756,-87.624851,Chicago,IL,60605,Dunkin'
600 S Wabash Ave IL 60605,1.0,41.874265,-87.626369,Chicago,IL,60605,Dunkin'
439 S Dearborn St IL 60605,1.0,41.875931,-87.62897199999999,Chicago,IL,60605,Dunkin'
171 W Van Buren St IL 60605,1.0,41.876665,-87.63322600000001,Chicago,IL,60605,Dunkin'
1231 S Wabash Ave IL 60605,1.0,41.8669,-87.62530699999999,Chicago,IL,60605,Dunkin'
205 W Randolph St IL 60606,1.0,41.884231,-87.634156,Chicago,IL,60606,Dunkin'
220 W Washington St IL 60606,1.0,41.88337,-87.634877,Chicago,IL,60606,Dunkin'
215 W Lake St IL 60606,1.0,41.885378,-87.634625,Chicago,IL,60606,Dunkin'
2 N Riverside Plz IL 60606,1.0,41.882379,-87.639487,Chicago,IL,60606,Dunkin'
201 W Madison St IL 60606,1.0,41.8816,-87.634113,Chicago,IL,60606,Dunkin'
229 W Jackson Blvd IL 60606,1.0,41.877894,-87.63481800000001,Chicago,IL,60606,Dunkin'
1121 S Jefferson St IL 60607,1.0,41.868512,-87.641645,Chicago,IL,60607,Dunkin'
1015 West Lake Street IL 60607,1.0,41.885337,-87.65276899999999,Chicago,IL,60607,Dunkin'
901 W Washington Blvd IL 60607,1.0,41.882856,-87.650318,Chicago,IL,60607,Dunkin'
500 W Roosevelt Rd IL 60607,1.0,41.867711,-87.63959,Chicago,IL,60607,Dunkin'
1710 W 18th St IL 60608,1.0,41.85802,-87.669213,Chicago,IL,60608,Dunkin'
2356 W Cermak Rd IL 60608,1.0,41.852337,-87.685251,Chicago,IL,60608,Dunkin'
2401 W Ogden Ave IL 60608,1.0,41.864264,-87.686243,Chicago,IL,60608,Dunkin'
1651 W Roosevelt Rd IL 60608,1.0,41.866702000000004,-87.66751,Chicago,IL,60608,Dunkin'
3100 S Halsted St IL 60608,1.0,41.837924,-87.64664599999999,Chicago,IL,60608,Dunkin'
2340 W 52nd St IL 60609,1.0,41.799059,-87.682216,Chicago,IL,60609,Dunkin'
4302 S Ashland Ave IL 60609,1.0,41.815681,-87.665543,Chicago,IL,60609,Dunkin'
333 W North Ave IL 60610,1.0,41.910933,-87.638228,Chicago,IL,60610,Dunkin'
101 W Division St IL 60610,1.0,41.90405,-87.63144399999999,Chicago,IL,60610,Dunkin'
20 E Chicago Ave IL 60611,1.0,41.896955,-87.62734499999999,Chicago,IL,60611,Dunkin'
401 E Ontario St IL 60611,1.0,41.893281,-87.616679,Chicago,IL,60611,Dunkin'
200 E Ohio St IL 60611,1.0,41.892807,-87.622451,Chicago,IL,60611,Dunkin'
1713 W Polk St IL 60612,1.0,41.871258000000005,-87.669597,Chicago,IL,60612,Dunkin'
1755 W Addison St IL 60613,1.0,41.946742,-87.67335899999999,Chicago,IL,60613,Dunkin'
1441 W Montrose Ave IL 60613,1.0,41.961289,-87.666573,Chicago,IL,60613,Dunkin'
801 W Diversey Pkwy IL 60614,1.0,41.932452000000005,-87.649473,Chicago,IL,60614,Dunkin'
1927 W Fullerton Ave IL 60614,1.0,41.922628,-87.66901700000001,Chicago,IL,60614,Dunkin'
1982 N Clybourn Ave IL 60614,1.0,41.917279,-87.658695,Chicago,IL,60614,Dunkin'
1411 E 53rd St IL 60615,1.0,41.799186,-87.591225,Chicago,IL,60615,Dunkin'
749 W 31st St IL 60616,1.0,41.837727,-87.645923,Chicago,IL,60616,Dunkin'
2477 S Archer Ave IL 60616,1.0,41.84709,-87.646086,Chicago,IL,60616,Dunkin'
